Background_Color,Text_Color,Contrast_Ratio
#2169DF,#C00D7E,1.54
#DC704C,#B48B40,1.07
#2BF044,#B44333,1.93
#EA10EC,#5AD29C,2.13
#C03894,#5D5939,1.04
#1855B1,#5CB0A9,1.86
#C70445,#568794,2.2
#66DC14,#F52A06,2.03
#5DBB8A,#64F8E0,1.29
#04F8A1,#6EC679,1.09
#FCEEEE,#668B66,1.8
#311770,#EBF0AE,5.18
#D11693,#608BEF,1.79
#E4EF2A,#893F2C,2.61
#748BF4,#F0AA56,1.24
#F4D734,#9C7895,1.56
#1C5C92,#845764,1.16
#9F17B6,#5B1964,1.33
#1A08ED,#A14B5C,2.61
#BB7DCA,#06EC41,1.2
#1EB518,#1C9D4A,1.1
#65E93E,#C78DFC,1.18
#7E8AE1,#72061F,3.55
#4514AC,#C63186,1.84
#809D2E,#A050DD,1.3
#4BC542,#860F4A,3.04
#0516E0,#3946E7,2.0
#6C0E68,#118862,2.27
#D1BECD,#AEABA5,1.13
#20C62F,#C2DCF2,1.39
#1B3FA7,#C4A3B8,2.44
#D52842,#97C0EE,2.18
#D66750,#9BDFBC,1.59
#6C916D,#40CD0B,1.18
#0B2590,#184C90,1.59
#106293,#507E8D,1.34
#8061B4,#1CA509,1.12
#9302CB,#624B1D,1.49
#9E6393,#5630A4,1.65
#0B0352,#F13D4A,4.88
#3C1504,#2B1F40,1.19
#01F4E2,#5C28E2,2.64
#632FF0,#C74B74,1.38
#EC03E7,#17F417,2.37
#3D9987,#699003,1.05
#1E509C,#98E97F,2.52
#BBFEF0,#65BC7E,1.41
#733C39,#5BDB17,2.26
#6EE9B7,#17D22B,1.26
#909CFC,#F71871,1.91
#74FCFE,#DF73CA,1.5
#D7A59C,#2974E2,1.55
#E16760,#E95CF8,1.03
#F3AA4D,#96F917,1.17
#51378E,#A213C0,1.07
#B3D16C,#C75A12,1.72
#C152A7,#AB34AE,1.26
#74DC52,#171A47,4.85
#37A403,#E8C49F,1.51
#B5E4AF,#EB5F7F,1.62
#29BB8C,#142BCE,2.64
#C27ECE,#B59456,1.03
#329438,#DA6351,1.02
#326D6A,#B3FCDE,2.27
#518457,#D6EB37,1.76
#C534D3,#D8F135,2.19
#F55ACE,#CE7D6F,1.07
#849EDC,#916AE9,1.25
#D7A6E4,#8D4F32,1.88
#A9D3BB,#914FA5,1.9
#7449F1,#77344D,1.32
#0EAA03,#B661CF,1.01
#B406FF,#FEE8F9,3.4
#88DA4A,#53187D,3.59
#6048BA,#AB7A3B,1.43
#EF6BA5,#74EA14,1.36
#F3F8B2,#B0FBE9,1.03
#EAB843,#6802CA,3.91
#0B8A2A,#959DBD,1.46
#EE3D5D,#88DC33,1.78
#94B72D,#E34AE4,1.37
#70E112,#5DEE1D,1.03
#007D46,#B56C04,1.2
#55AE00,#98B05E,1.14
#954377,#BD4B4A,1.11
#741DCD,#991946,1.07
#45CA0E,#84C6D4,1.14
#8FBC97,#FFE8CA,1.31
#F694DB,#47FE7B,1.17
#7F9A67,#66D759,1.24
#875ACE,#D53E86,1.08
#E9AECB,#DBB5C0,1.01
#24074D,#1F19DA,1.71
#E3F676,#FB9ACC,1.29
#43D51E,#D5192E,2.29
#FEB0FA,#49516F,2.24
#982EB4,#F3A7D7,2.19
#4ED387,#E01D26,2.27
#9FE147,#2F9CEC,1.4
#4CBCDA,#60135D,3.35
#544583,#A4C29B,2.21
#670791,#9BD9DE,4.33
#6433B7,#4FD98B,2.33
#916CB2,#35B10C,1.13
#EC0CB2,#7999DE,1.94
#59A95B,#71F544,1.36
#7BADF3,#174002,2.83
#0DB38E,#FEE8EF,1.63
#70A716,#20F567,1.28
#3383EE,#2ADD42,1.37
#4FAB50,#B16030,1.29
#439164,#FF911C,1.25
#4F6481,#C287A8,1.47
#4808A3,#C15689,2.75
#D4A60E,#B16C6B,1.31
#C39F88,#5903E0,3.56
#C368FC,#94EF41,1.5
#667C6A,#7CF1A5,1.71
#988478,#298092,1.2
#CEF27A,#F1B7E4,1.13
#9CEF02,#30598E,2.24
#5D431D,#7B671D,1.39
#84FD8D,#2FD004,1.35
#14E39A,#FF8B47,1.11
#E9096C,#2B97AB,1.86
#9AB774,#6AC660,1.01
#B8831E,#0D7177,1.41
#A16C21,#08BA01,1.17
#BDBD2C,#1B4A9D,2.31
#F6470F,#081C4D,2.92
#BF082C,#3E08BA,1.38
#A71179,#0460D7,1.41
#443CC1,#8B0E6B,1.4
#10F7B2,#243B6D,2.92
#EA508B,#938436,1.1
#90B335,#A9ABB3,1.05
#7FFD6B,#EA55F6,1.62
#2C161D,#77043B,1.13
#5E7E30,#A36A4D,1.02
#38FFB4,#27B9FB,1.28
#63A45E,#B9F3A5,1.51
#F78E00,#757BE5,1.17
#D04A4E,#CF364E,1.14
#F53259,#6C66E6,1.17
#E23264,#691CC1,1.5
#39FD58,#743B23,2.58
#7CF387,#DC6972,1.56
#FBEA3F,#689057,1.65
#C4DCD4,#18CAE2,1.27
#7F142A,#5D82AA,2.41
#7C554D,#8D6082,1.15
#65747E,#2B3CEE,1.54
#627426,#C55792,1.07
#9C3284,#8886BF,1.66
#F035DA,#FE8EF9,1.59
#52C03E,#32C4A3,1.02
#4881C7,#45756E,1.13
#2071C2,#BDD25F,1.84
#3F79C7,#2BDCAF,1.51
#F74B2D,#BF8353,1.25
#0A1625,#0B7ED9,3.63
#09D013,#3605D2,3.84
#51CBB0,#19F03A,1.03
#9D2C31,#905933,1.36
#F5EEF6,#44A2DD,1.59
#961F4A,#7882FD,2.07
#84C378,#BB84CA,1.17
#F33628,#BE7BE8,1.49
#93C11A,#5C407C,2.11
#B887A5,#14657B,1.63
#BCB352,#49BE67,1.09
#BAFF72,#6D91E9,1.55
#2AA5BD,#9F5197,1.33
#BEC19C,#005300,2.81
#450A38,#E67C52,4.05
#81044A,#976223,2.43
#B1A30B,#F9799E,1.03
#717791,#351E5D,2.54
#AE774B,#6446EF,1.38
#BF1512,#41FCD3,3.19
#FFC65C,#322C39,3.65
#754CEC,#45DA6E,1.75
#B4DBC5,#8D058A,3.94
#E0BE07,#6EFD36,1.12
#AC3390,#4D922C,1.42
#4259D8,#058DD0,1.22
#298C37,#304BCF,1.37
#AAD172,#79A762,1.25
#EA6956,#B10D1C,2.33
#8A0BD9,#0C5C73,1.36
#10B0A0,#22A723,1.08
#8BB6D8,#9D7B11,1.39
#B5D60B,#50204C,3.53
#3CE915,#882D04,2.61
#0D41D6,#526FE7,1.63
#C73B67,#73F0A8,2.11
#00FF37,#7C4E66,1.95
#75E66E,#451711,4.66
#E57733,#EE585C,1.13
#E15C2E,#5A894E,1.04
#E3598F,#4068EF,1.14
#456DAA,#03AF25,1.2
#A50D3E,#F0AC44,3.11
#8A811D,#F71D7C,1.44
#11CF70,#A918AB,2.21
#FCA700,#394233,2.45
#DB4BD6,#C213CA,1.56
#3BB90C,#F5D49B,1.44
#8BD523,#7515EA,2.84
#F7A512,#DC9A44,1.06
#0F2407,#0340A4,1.68
#3EE5C1,#F26042,1.48
#E0A1C7,#8DD24E,1.05
#C80224,#2B2598,1.0
#DAA83E,#52D363,1.02
#848EC8,#1571F1,1.36
#8C0816,#34862C,2.47
#35FB43,#8F7B4D,1.52
#C45EDD,#A8D2DE,1.56
#693AA3,#2C1EA2,1.6
#CD89E7,#69A586,1.05
#94BDA3,#F5066E,2.48
#C0806B,#79AD30,1.08
#2A2B77,#E639F6,1.97
#68ED6B,#DC4D54,1.76
#CDDAE4,#D7091E,3.41
#4BF13E,#27D390,1.13
#DE8546,#A8391D,1.75
#B17C06,#4A8994,1.02
#8CC0EA,#4477E4,1.53
#190A87,#6809C2,1.58
#7B2E86,#03ACCE,1.86
#57F743,#FBDCFD,1.14
#D490E1,#E2169A,2.02
#228B69,#8DB4B2,1.45
#0E8A8B,#24AEF1,1.3
#9E0DF7,#75C09A,2.53
#D6FADB,#07B103,1.79
#6F96E3,#A59FA4,1.08
#3D69C2,#5C47A6,1.21
#6AF6CE,#D47D2A,1.5
#6DF85E,#17CE09,1.33
#6380EF,#EC9328,1.2
#42F8EE,#637BBF,1.63
#A0B62E,#DA3E34,1.68
#5CFE5A,#AF1D16,3.05
#C2F23F,#CFE992,1.01
#3ED1D0,#32A04A,1.33
#B11048,#4FDFCE,3.04
#483CC6,#33059F,2.21
#10632D,#85700C,1.35
#640504,#ECD655,5.86
#C6D837,#20F413,1.09
#2A8E24,#D69F6E,1.43
#ADE78E,#841A30,3.58
#67E4B8,#9E2EE0,2.21
#D4F38C,#16A5D0,1.61
#A9E2ED,#DA6019,1.76
#4514FA,#DE48B2,2.08
#8362D8,#065D02,1.57
#35B558,#2DA70D,1.12
#C60B2B,#BAAD2C,2.72
#6FC155,#F3CE8C,1.23
#720106,#2EF59C,5.48
#1A8BC4,#7F7058,1.04
#8160F3,#63A83A,1.25
#99E155,#28F6D8,1.0
#4D991F,#6DE9A2,1.52
#8FC935,#41A98A,1.21
#C3ABCB,#08744C,1.86
#229B11,#8ACF67,1.5
#5513C0,#C0E1C3,3.92
#33ED00,#2E675D,1.88
#617172,#3CCF27,1.44
#F2D0AA,#A278D1,1.52
#33353D,#B286B6,2.42
#30558E,#07512A,1.25
#80D2D9,#4B18EB,3.28
#B0C648,#31D943,1.08
#0496ED,#13E996,1.41
#EA88EC,#90E789,1.24
#4DAABC,#D69DC3,1.12
#896FFA,#BB8F86,1.18
#C887B4,#455265,1.77
#53923A,#CEE1D0,1.67
#389E9D,#FCF259,1.65
#FE5D4D,#8A443B,1.46
#C7A127,#15BF16,1.11
#D2FDDD,#5B6891,2.17
#8D2EDC,#E942E7,1.38
#DB5C51,#F1C655,1.62
#8BFD91,#1071F2,2.04
#7B0FE7,#CEA55F,2.74
#89A334,#021740,4.74
#23E117,#51B188,1.1
#FDDCC6,#942668,3.02
#1BF578,#B6AD09,1.15
#90B667,#A6F8ED,1.34
#6386FC,#1B590D,1.78
#871FB5,#367BA3,1.62
#AFDCDE,#FC3732,2.04
#8A2DC2,#AA6D63,1.52
#B5A4BC,#187BEC,1.48
#1B1C49,#EB3BEA,2.78
#9C7906,#47E0F8,1.55
#4EADD5,#99FA30,1.35
#DA8159,#EA47CB,1.23
#262962,#9F5627,1.94
#EE5CB9,#6C2898,1.89
#B5E8B4,#7E240F,3.47
#8E8B08,#8FC631,1.32
#259463,#3D7CB1,1.05
#9D8E64,#5147BE,1.64
#BA0085,#AC2340,1.28
#E15228,#D7DCF3,1.91
#187C3C,#0802F2,3.32
#3F31E2,#D20F63,1.03
#2A8C5C,#99A5E8,1.4
#A867B3,#AFD155,1.52
#9AF370,#4C7EE7,1.68
#22AD11,#058EB8,1.13
#D28D34,#620826,3.85
#F5F224,#AE1FF1,2.69
#4AB95C,#CCE48D,1.37
#26C1BD,#292400,3.65
#64FED1,#1EE9F7,1.13
#EEEF57,#2AA192,1.63
#D45355,#1C9731,1.06
#69DD1C,#A45A05,1.74
#86CDED,#FB9661,1.14
#FE5F51,#312970,2.32
#69CB6C,#F50011,2.85
#056F75,#0039D1,1.48
#C1EF55,#78EBC2,1.05
#09A6BC,#8D4F6E,1.37
#0F1E44,#B5258F,2.08
#FB35A2,#8C4EF1,1.0
#BB25EC,#4DF3C6,2.26
#BAF6EE,#E46A9C,1.65
#173CF0,#BD634E,1.66
#43AEC4,#BF67DB,1.16
#4CA1D0,#1F8866,1.28
#06C833,#5DF11C,1.29
#7135AB,#CE17CD,1.01
#CBBC85,#CCEFC2,1.21
#EA2756,#8A0A39,1.81
#79CEF3,#EA0000,3.25
#861619,#A08209,2.39
#7032E6,#FFDFF9,2.75
#1A1DCA,#096659,1.75
#074890,#8FD25B,2.63
#055DE0,#173545,1.59
#A35228,#ED46DC,1.18
#296F37,#E0C56B,1.99
#DAF83F,#6D2AF7,2.88
#4F6045,#224D10,1.35
#50FA29,#C6F67A,1.13
#58F46B,#42C0B9,1.2
#B5152E,#8E05AD,1.18
#DC6426,#B64F21,1.21
#FD834E,#2DC669,1.03
#9359B6,#778434,1.13
#A36E62,#E2E096,1.74
#739321,#37D476,1.28
#881CC5,#722EA9,1.08
#734679,#4671FD,1.32
#9D8307,#68D4DE,1.44
#1CBBF3,#C71A0D,2.28
#4B4CF6,#6C130D,2.01
#06CE28,#9C37DB,1.63
#68C8A3,#04A7BF,1.29
#36C605,#9E2CBF,1.81
#8AE8DC,#BF4785,1.97
#F05AD8,#106402,1.64
#42B7AB,#391135,4.16
#ED5043,#667AA9,1.07
#44D065,#758AD9,1.21
#E771A6,#C124D1,1.63
#64EF49,#727FE3,1.46
#87521E,#FD1103,1.3
#0A406C,#34ACD3,2.37
#A4CB05,#EB784E,1.25
#0CD88B,#C9CBD4,1.2
#63E044,#72D133,1.05
#72C141,#A676C9,1.22
#FF355C,#49B686,1.51
#0AC4E8,#C70851,2.58
#87102E,#E4E096,4.13
#27B5CA,#2AA814,1.15
#A01B8C,#439305,1.74
#92A9DB,#962B23,2.32
#0D87CB,#A402A2,2.09
#5EB296,#F09326,1.0
#810BA3,#97FD83,3.93
#B5E4CE,#2911B8,4.89
#32B3F3,#AEDAF8,1.32
#B78AE5,#3E29F2,2.29
#3400D1,#7A262B,1.77
#5EFDC0,#D5EC09,1.0
#B2C5BD,#3365E6,1.82
#22E6CE,#5DABFE,1.15
#920D25,#8D6092,2.19
#A1C31A,#BEA3B0,1.03
#C46C89,#45544E,1.52
#AD4494,#F8AFB3,1.87
#13CA42,#DB6CBC,1.11
#2443CE,#80E951,2.55
#29E882,#FA4771,1.58
#C9B1FD,#161223,6.1
#96F0CC,#29C5DD,1.3
#92031C,#6F67B5,2.57
#9437C7,#9870EA,1.45
#8A0608,#16A375,3.03
#7FFEE1,#DCB62D,1.23
#9CC02A,#657899,1.42
#3EC420,#27700F,1.65
#CEDCCF,#81211C,3.48
#18F52B,#E89A26,1.12
#670048,#2AB4D5,4.16
#1F8DB8,#13542C,1.67
#2B2B01,#26631C,1.78
#943D6B,#02B5F4,1.68
#6693AE,#982CC6,1.67
#EDE230,#18306B,3.81
#08C2D7,#474323,2.16
#D61F83,#E24DD6,1.46
#DEAF59,#5C067E,4.19
#37243C,#E75D46,2.45
#7A02FE,#F806CB,1.44
#801FA7,#692EC4,1.11
#A753DE,#9B55A8,1.04
#B0CA0C,#E4AEB8,1.02
#DBCCAE,#97B2F1,1.15
#E08B06,#060802,8.05
#6D68CA,#A6F0F3,1.9
#7E55CE,#90F1A5,1.98
#BE0D46,#09901F,1.78
#2892BE,#0B76C9,1.22
#68606D,#60BC5D,1.57
#702CB0,#778C3D,1.77
#DA0380,#0005A6,2.49
#0C9169,#BAF435,1.82
#A64668,#D21C00,1.36
#83DCF1,#DEC6FE,1.02
#24E9BC,#FEF136,1.21
#A9AA19,#50E11C,1.12
#0291E8,#568D00,1.01
#D3C790,#1CD1D0,1.15
#3F9B02,#95BC17,1.32
#E55BBB,#85061E,2.95
#45287C,#44FB80,3.32
#D03558,#DE37B8,1.11
#EB7EF7,#877798,1.24
#079D9D,#C67B50,1.08
#74CF4D,#EBC7A5,1.14
#700DA3,#D7EA8F,4.1
#CFCA89,#796C67,1.71
#FA52E1,#C4170A,1.97
#C9B9AA,#E06FD7,1.29
#98B5A6,#9835E6,1.87
#38CF27,#C3CE74,1.2
#0A12AF,#7345C2,2.49
#AC70A1,#CA2A8B,1.47
#E492C5,#4531D9,2.3
#566A0E,#2FC7E3,1.68
#B8E4B5,#FC735D,1.47
#A8E64A,#0876D8,1.91
#25E9A5,#2A6782,1.9
#68B39C,#DF6AC4,1.16
#8C2E71,#AE0FA1,1.16
#36600A,#A965E8,1.47
#CD1A5B,#98D454,2.49
#849795,#107EE6,1.3
#71A1C7,#B3FBD0,1.48
#8591F7,#25975C,1.2
#534D7D,#7163F0,1.32
#10C4B6,#F01F82,1.78
#0EDBF3,#79C795,1.01
#841725,#28ED15,3.21
#84B63D,#F192EC,1.06
#A40C50,#0031C6,1.0
#90818F,#EC7A04,1.03
#D8D93F,#0D721D,2.2
#24C31D,#3B575F,1.72
#22E94C,#CE9891,1.09
#3BA943,#08140F,5.06
#3C1D81,#239753,2.41
#9F4211,#53D387,2.01
#F5E075,#79C28F,1.24
#D84950,#5BE4D2,1.8
#D43D87,#A13012,1.35
#D38B28,#EFF0DB,1.57
#54F482,#D26DA9,1.45
#178D31,#58D6A4,1.61
#D07C58,#278D35,1.21
#2A29C2,#0343B5,1.14
#B8A511,#59EDC7,1.26
#9A1436,#94C6D2,3.16
#C43660,#5BCF78,1.89
#219003,#59B1B4,1.39
#2B48EC,#9F529A,1.29
#B92BBD,#8E560F,1.09
#7842CB,#D399CC,1.82
#B2C1F2,#B5D5A2,1.04
#4082FC,#726094,1.18
#0DD16B,#36092F,5.07
#48C872,#1860D1,1.77
#97B658,#B5FC05,1.28
#77F0C4,#8FEBF2,1.02
#6F55D1,#C85577,1.11
#EB32DC,#7085BD,1.27
#CDBAF8,#A48705,1.43
#DC278C,#DC6AC3,1.53
#0B59FA,#F841AA,1.28
#38F800,#077C6D,1.82
#F3EE8F,#41A061,1.66
#858197,#FA9B0F,1.23
#72B179,#C9A81D,1.03
#C8E2B0,#4617EB,3.76
#9AF1B5,#0A8663,1.96
#6B269F,#F36D7A,2.04
#B8D62F,#6B34C3,2.4
#ACF1BA,#208297,1.9
#5D0CC0,#880F71,1.1
#4A94D0,#CC6E67,1.05
#91551E,#A0B0C3,1.75
#684DA9,#143ED7,1.33
#93EAAD,#D471BD,1.47
#EFEBE7,#A9ABD6,1.33
#DBEDC5,#71AC69,1.45
#EE9EFD,#026B98,1.93
#A5BC46,#7ADD62,1.09
#B87846,#351BB2,2.54
#56E465,#7D604F,1.77
#C5029D,#7990E7,2.35
#41E74B,#78285D,2.68
#CCCF35,#C32BEC,2.04
#88D7B0,#DBE678,1.12
#9FF012,#C72D15,2.47
#903573,#E0E1E0,2.65
#EE5A3D,#BD054E,2.13
#F30BBF,#09A100,1.51
#0A29A1,#E2FB66,4.44
#0F8CB1,#98C5B1,1.54
#A67100,#394A72,1.5
#EF8393,#A5289F,1.91
#B584ED,#D1A51E,1.09
#575D69,#245C4C,1.15
#5011D6,#DF8C66,2.92
#F02D8B,#511661,2.01
#53DBC0,#6CC9CA,1.04
#B0906F,#6C5B51,1.51
#59E49E,#84D5B3,1.0
#E0E8C0,#A0BDB9,1.23
#074F10,#4A29C8,1.0
#CA5AF2,#320028,5.24
#7AD568,#7EA0B8,1.19
#42C75F,#F0A429,1.05
#DD5792,#68F1CE,1.68
#501274,#B32EDC,1.95
#5326CE,#56D729,2.59
#FBA703,#9ECB36,1.05
#155516,#5287A5,1.74
#9EEFA8,#EB27F2,2.12
#D471A5,#C834A5,1.44
#EFCAFA,#65E9DE,1.04
#6E9F5A,#447F2B,1.29
#174FB8,#5800F5,1.78
#DABBB2,#F45F70,1.46
#861298,#ECEDC2,3.79
#96B3A9,#EFBB73,1.11
#F3405F,#3ED6F2,1.68
#C7780F,#9BD16A,1.43
#804F97,#D44D7D,1.14
#96D7D3,#7CFAC8,1.09
#B9F071,#FBDC27,1.02
#ED4AEC,#DFEEE6,1.86
#8A9C57,#BF8199,1.02
#02BD2E,#C073E8,1.01
#AE673B,#5FEE01,1.59
#BB5612,#99D55C,1.77
#38911B,#C29FD8,1.41
#11E733,#5ACA84,1.0
#B81963,#D62BC9,1.35
#81436C,#DCDF2E,2.32
#2CD429,#3332BB,2.43
#D2F606,#D61699,2.75
#6BBE19,#10BDAC,1.06
#951380,#8B1504,1.17
#9B5C8D,#865350,1.14
#8D6C35,#02D3B1,1.43
#7FF15D,#3D800B,1.85
#4824E8,#0570F0,1.58
#6CAC18,#A98B83,1.02
#B81DBD,#3DE1E5,2.36
#4B3623,#05B586,2.19
#507833,#281A3F,2.69
#4E9C05,#D0056F,2.06
#79BFC4,#F275A9,1.18
#B62196,#C633DB,1.25
#7E495A,#98793A,1.38
#A5DD11,#DA3D0F,2.0
#09E914,#9665CD,1.39
#5CDD24,#11ADE3,1.23
#953656,#161687,2.08
#ED7370,#6C473E,1.69
#A100E2,#3EA268,2.36
#1DFC8C,#86C006,1.17
#C15418,#355BF9,1.08
#4B7D2E,#FDB969,1.7
#7CB8E0,#3E861F,1.51
#2DA8CD,#8FEF9B,1.43
#BFD028,#08E73E,1.11
#097B2B,#C3CB36,1.92
#022F89,#B512B6,1.36
#7AC3D8,#9BF4D9,1.22
#95F1FC,#AD09D0,3.31
#0A8FC2,#3C3B4C,1.79
#BA8E77,#FCA80C,1.15
#183C7F,#2147CE,1.22
#129E75,#857599,1.02
#7260F2,#79F0F7,1.85
#C0DDE3,#D1F535,1.04
#019F6E,#8A8C58,1.1
#FFB920,#3AB146,1.29
#3DB152,#E3642A,1.17
#13AF40,#3CDCC8,1.35
#2ADB9D,#4B4242,2.35
#367ED9,#666455,1.16
#46EE70,#ED567F,1.54
#B21173,#1E8030,1.61
#CB591F,#6E9402,1.17
#6A3CC7,#234A58,1.16
#444348,#9214FF,1.05
#4F618B,#F44DDF,1.25
#7EC261,#72253D,2.73
#C6DBAE,#253735,3.51
#6CF5EC,#993A3D,2.5
#75E038,#01C912,1.28
#B82ED9,#758DD5,1.53
#60E628,#30B563,1.26
#82121B,#DDFE8B,4.55
#85B94A,#9B7B5E,1.27
#FC47AF,#A0623B,1.07
#A08B67,#AEF0E7,1.55
#D61963,#136FCF,1.33
#AADE91,#3F067A,5.56
#D433F7,#800A89,1.97
#33C062,#F32766,1.69
#B49C3D,#855746,1.54
#C37A2B,#4785AE,1.07
#333268,#D2736B,2.2
#37C8AD,#5765AF,1.55
#8AA4E8,#13FDEE,1.22
#C77611,#5BF71E,1.5
#5789E5,#0B7947,1.37
#23EF30,#058B6C,1.61
#289D5D,#F59D9F,1.34
#30490D,#FA8B22,2.2
#6DC829,#BFFEFB,1.39
#4C7B4B,#CAB8ED,1.67
#FBF103,#F9242F,2.52
#F87B83,#EBCE4C,1.32
#CE65F6,#75C8A3,1.31
#868DE3,#14EB5F,1.21
#86BB27,#94BA03,1.0
#0BBDA8,#52AF24,1.03
#963E5B,#27C192,1.78
#BA08EB,#41D4A5,2.54
#0FFAD9,#3A0A0E,6.33
#6BAEE7,#EE23C8,1.72
#6485C2,#0FFF1F,1.4
#72B20A,#A1957A,1.02
#7D8144,#DACF66,1.57
#100EDB,#FD7D09,3.73
#BFBEF1,#E5EF8D,1.17
#B278FE,#1F7F10,1.39
#2B596F,#0BC2D8,1.81
#643A9C,#E10DCF,1.02
#372281,#7F40C8,1.72
#FDE55A,#5ADD2B,1.23
#AF3D60,#A6F854,2.3
#F574EF,#59FEB4,1.37
#DD17A5,#A53365,1.04
#585243,#DC8E2A,1.73
#EAC75E,#A1F785,1.1
#E48DEC,#63991D,1.23
#A373B8,#DA79A9,1.1
#FF763D,#05CE92,1.1
#53ED00,#62D886,1.01
#00B1E4,#0F8A30,1.32
#ABAC28,#64408A,1.95
#34F0C5,#690145,5.14
#59CC79,#0C7CEC,1.54
#0E51CA,#51666F,1.26
#381990,#3E0739,1.51
#DE3649,#219B43,1.3
#D51487,#CF24CE,1.19
#DF6089,#25401E,2.02
#4A7F2D,#54D2ED,1.61
#9576C1,#6557E7,1.26
#504CF5,#46E22A,1.89
#4B2671,#B80D1F,1.01
#F80856,#D34C4F,1.52
#D06F69,#08E5F3,1.36
#8EF7CB,#01E014,1.34
#D5CF95,#B02C4D,2.49
#41E1A2,#B40FE1,2.55
#39E32E,#93B689,1.04
#28AE46,#22A90E,1.06
#C06817,#F97D67,1.25
#EBFEE7,#2159B0,2.72
#D13D16,#F3B3E7,2.04
#F2D45A,#5C0795,4.62
#36E96D,#2C4173,2.58
#46B30F,#F0B48E,1.29
#F8C089,#AB956C,1.3
#012443,#6500FC,1.2
#430E63,#0A3057,1.26
#C8ACA1,#82C87F,1.01
#1B4019,#A3B61A,2.72
#04C3B8,#2EE9D2,1.23
#F1E6CF,#B17408,1.82
#91E369,#FBCE74,1.04
#4B9068,#D144FF,1.12
#E53961,#3B165A,2.3
#5C486A,#803C8E,1.02
#3D316D,#9BBE2B,2.69
#7B4F59,#704F1F,1.07
#2525D2,#A7CE78,3.28
#5DF5D0,#FA9A8D,1.2
#102BFE,#019682,1.99
#D2D901,#E3180D,2.69
#7BE04C,#819883,1.29
#E5B37F,#DCCB15,1.04
#F21944,#879551,1.77
#D046F7,#3B00EE,2.94
#A95D2B,#0F1C1C,3.11
#EF46E0,#439A63,1.11
#CDAB0C,#DBB875,1.11
#840945,#9F3639,1.71
#374CE8,#6B32BA,1.13
#BBE8F9,#D19B7B,1.34
#D324B2,#F00E08,1.29
#91DE70,#0DFB5E,1.04
#8356AB,#AB4ECE,1.05
#7CC867,#A4AB66,1.07
#0FBD20,#71078F,2.94
#DD64DB,#15F0DD,1.39
#BEDC89,#47D690,1.15
#A74572,#76DA85,1.92
#4524FD,#D60743,1.05
#AEE3E5,#73BD79,1.26
#6B4679,#382793,1.49
#B7F9BA,#5F3B27,3.12
#435618,#89B6B0,2.05
#C7E470,#4F6F0E,2.06
#26393F,#1D9CA1,2.15
#052222,#B936BD,2.57
#9FAC48,#703019,2.4
#A4EA08,#477194,1.81
#AC9341,#02FDF6,1.33
#8D6664,#72886A,1.15
#C44F0F,#26C5D4,1.58
#96EAC7,#82D7CB,1.08
#351722,#D9ED1F,5.37
#C27C90,#1661BC,1.53
#CABB28,#B57115,1.44
#9D3493,#62417B,1.06
#276CF6,#4874F5,1.11
#1E58FD,#16E82B,1.86
#F8DA8B,#1FC798,1.34
#05BA35,#B1658C,1.14
#2761B1,#091B73,2.44
#C14C31,#E20D74,1.42
#866548,#767D2B,1.1
#6CD254,#19E916,1.03
#2662C6,#F78323,1.53
#E4A094,#FDEA35,1.28
#1CA6E7,#8A9ECF,1.1
#2FECB8,#80C246,1.11
#FD8587,#13076B,5.81
#9DAA05,#CA0CB3,2.18
#0376C2,#161BD5,2.14
#948969,#A069E1,1.08
#3C7912,#D8C2E1,1.89
#C7B80F,#34284C,3.24
#7EF022,#2F6B96,1.94
#751A74,#F6AACE,3.12
#DC02F8,#FC8F99,2.28
#C97377,#C5D217,1.41
#53E36E,#57FF0B,1.07
#6E467B,#780F2B,1.83
#1AFB8F,#5E7516,1.76
#867C9B,#C795E6,1.26
#0268D2,#CB4114,1.01
#3E979F,#EF8588,1.16
#690992,#2FAC27,2.85
#261345,#FD19D5,2.53
#4D7B24,#26DCCE,1.61
#88B415,#5364C8,1.48
#F23779,#9F1EE8,1.32
#CBE4EF,#3233D1,3.15
#AB7F09,#B8073C,2.3
#C7AF13,#09FBEF,1.16
#33C64E,#2EF032,1.16
#5FA924,#7D57B2,1.37
#5A44B9,#2670C0,1.22
#4FD04D,#5371DF,1.44
#1B021C,#8FBEA0,8.69
#49AD59,#AE7CBA,1.04
#0D00CA,#E4DEE9,7.87
#24A4D0,#FC36E0,1.26
#2EFB93,#FADE5A,1.09
#67D277,#709D8E,1.22
#0AD663,#E659FC,1.22
#287312,#12AAAC,1.44
#E9863F,#C5C008,1.18
#914BDC,#A6D0B2,1.85
#9DF5E2,#E49CA1,1.29
#D0964B,#1E0494,5.19
#59553A,#8DCC66,2.03
#781BC5,#6D7A5E,1.81
#BF4966,#B2C1B5,1.79
#DD93ED,#57E894,1.14
#C714DE,#8F5310,1.21
#149F2B,#CF295B,1.44
#7D4804,#05B71C,1.61
#E9E231,#AA374D,2.43
#A5E4F6,#8A3A17,2.68
#CD5C04,#9B4975,1.15
#E4BFDF,#63BC2F,1.25
#CF66EF,#49179B,2.63
#74A132,#87D486,1.3
#8F5D34,#50996F,1.3
#9E2C1C,#363D61,1.07
#5C9E5A,#615611,1.58
#FED373,#2F262E,4.24
#2AE82E,#D35FA7,1.39
#42080E,#797568,3.87
#2E4510,#8A76C9,1.93
